ID,Titulo,DOI,Decisao,Motivacao
319,"Spatial assessment of gross vertical reservoir heterogeneity using geostatistics and GIS-based machine-learning classifiers: A case study from the Zubair Formation, Rumaila oil field, southern Iraq",10.1016/j.petrol.2021.109482,Sinalizado,"Intersecção dos 3 temas detectada, porém é case study/piloto/conceitual. Verificar se apresenta contribuição primária. O&G[petroleum, drilling, oil field] + IA[machine learning, random forest, support vector] + SCM[logistics, inventory]"
320,Data science and reinforcement learning for price forecasting and raw material procurement in petrochemical industry,10.1016/j.aei.2021.101443,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[petrochemical, upstream, downstream] + IA[deep learning, reinforcement learning, reinforcement] + SCM[procurement]"
321,Anomaly Detection Using Explainable Random Forest for the Prediction of Undesirable Events in Oil Wells,10.1155/2022/1558381,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[offshore, drilling, wellbore] + IA[artificial intelligence, machine learning, random forest]"
322,Creating an Auto-Encoder Based Predictive Maintenance Tool for Offshore Annulus Wells,10.2118/210220-MS,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, petroleum, offshore] + IA[deep learning, autoencoder] + SCM[lead time]"
323,Real-time Electrical Submersible Pump Smart Alarms Suite Enabled Through Data Analytics and Edge-based Virtual Flowmeter,10.2118/209958-MS,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[petroleum, oilfield, oilfield] + IA[machine learning, clustering, k-means] + SCM[logistics]"
324,Data-Driven Models for Forecasting Failure Modes in Oil and Gas Pipes,10.3390/pr10020400,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, petroleum] + IA[neural network, mlp, perceptron] + SCM[transportation, inspection]"
325,Spatial-Temporal Land Loss Modeling and Simulation in a Vulnerable Coast: A Case Study in Coastal Louisiana,10.3390/rs14040896,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas] + IA[random forest, gradient boosting, xgboost]"
326,A decision support system for sustainability prioritization of air pollution control technologies in energy and carbon management: Oil & gas industry of Iran,10.1016/j.jngse.2022.104416,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil & gas, petrochemical, refinery] + IA[artificial intelligence]"
327,Machine Learning-Enhanced Play Fairway Analysis for Uncertainty Characterization and Decision Support in Geothermal Exploration,10.3390/en15051929,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[oil and gas, petroleum, drilling] + IA[machine learning, neural network, decision tree]"
328,Sustainability of operations through disruptive technologies in the petroleum supply chain,10.1108/BIJ-02-2021-0086,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[petroleum, petroleum industry] + IA[artificial intelligence] + SCM[supply chain, chain management]"
329,Augmented deep learning workflow for robust fault prediction over multiple tectonic regimes,10.1093/jge/gxac056,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, upstream, seismic] + IA[machine learning, deep learning, neural networks] + SCM[supply chain, logistics]"
330,Machine Learning Models for Predicting Mortality in 7472 Very Low Birth Weight Infants Using Data from a Nationwide Neonatal Network,10.3390/diagnostics12030625,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
331,The Digital Design Basis. Demonstrating a framework to reduce costs and improve quality in early-phase design,10.1016/j.dche.2022.100015,Reprovado,Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[oil and gas] + SCM[supply chain]
332,Prediction of Oil and Gas Well Integrity Using Well Construction Physical Parameters and Geospatial Metrics,10.1021/acs.energyfuels.4c03758,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, o&g, o&g] + IA[machine learning, xgboost, logistic regression] + SCM[inspection]"
333,Self-Healing Databases for Emergency Response Logistics in Remote and Infrastructure-Poor Settings,10.3390/logistics9010023,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas] + IA[artificial intelligence, machine learning] + SCM[logistics]"
334,Advanced EOR screening methodology based on LightGBM and random forest: A classification problem with imbalanced data,10.1002/cjce.25433,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[oil and gas, petroleum, reservoir] + IA[machine learning, random forest, gradient boosting]"
335,Prediction of Lithofacies in Heterogeneous Shale Reservoirs Based on a Robust Stacking Machine Learning Model,10.3390/min15030240,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, drilling, hydrocarbon] + IA[machine learning, random forest, gradient boosting]"
336,Reference Synthetic Data Set for Drilling Inventory Optimization,10.2118/220950-PA,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[petroleum, drilling, oil field] + IA[machine learning, clustering] + SCM[inventory]"
337,Semi-Supervised Class-Incremental Sucker-Rod Pumping Well Operating Condition Recognition Based on Multi-Source Data Distillation,10.3390/s25082372,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil field] + IA[deep learning, neural network, attention mechanism]"
338,Deep learning based early warning methodology for gas kick of deepwater drilling using pilot-scale rig data,10.1016/j.psep.2025.106844,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[offshore, drilling] + IA[deep learning, neural network, lstm] + SCM[lead time]"
339,"Machine Learning for Onshore Oil Seeps Detection: A Case Study in Kirkuk-Sulaimaniyah Area, Northeastern Iraq",10.2118/226184-PA,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, petroleum, refining] + IA[artificial intelligence, machine learning, neural networks]"
340,A multi-level classification model for corrosion defects in oil and gas pipelines using meta-learner ensemble (MLE) techniques,10.1016/j.jpse.2024.100244,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[oil and gas, gas pipeline] + IA[machine learning, random forest, ensemble learning]"
341,Risk Analysis of Flowlines in the Oil and Gas Sector: A Geographic Information Systems and Machine Learning Approach,10.2118/228286-PA,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, petroleum, refining] + IA[machine learning, support vector, gradient boosting] + SCM[transportation]"
342,"Automated hydraulic flow unit determination using FZI-Z-score probability, K-means clustering with autoencoders, and machine learning classification: A case study of the Subei Basin, China",10.1016/j.jappgeo.2025.105778,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[petroleum, oil field, hydrocarbon] + IA[machine learning, neural networks, random forest]"
343,Vision-based volumetric estimation of localized construction and demolition waste,10.1016/j.wasman.2025.115046,Sinalizado,"Intersecção dos 3 temas detectada, porém é case study/piloto/conceitual. Verificar se apresenta contribuição primária. O&G[upstream, downstream] + IA[machine learning, deep learning, clustering] + SCM[supply chain]"
344,Efficiency enhancement of energy supply chains using a machine learning-driven network evaluation framework for blockchain adoption,10.1016/j.esr.2025.101816,Sinalizado,"Intersecção dos 3 temas detectada, porém é case study/piloto/conceitual. Verificar se apresenta contribuição primária. O&G[oil and gas, o&g, o&g] + IA[machine learning] + SCM[supply chain]"
345,Measuring Multidimensional Resilience of China’s Oil and Gas Industry and Forecasting Resilience Under Multiple Scenarios,10.3390/su17178019,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, gas industry, oil recovery] + IA[neural network, backpropagation]"
346,Machine learning-based prediction of oil–water relative permeability using core flooding and CT-scan data,10.1016/j.rineng.2025.105735,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, petroleum, reservoir] + IA[artificial intelligence, machine learning, neural networks]"
347,Near-Surface Monitoring of Plugged and Abandoned Wells for Real-Time Leakage Detection in Geologic Carbon Storage,10.1016/j.ijggc.2025.104483,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas] + IA[machine learning, random forest, support vector] + SCM[]"
348,Quantifying Tail Risk Spillovers in Chinese Petroleum Supply Chain Enterprises: A Neural-Network-Inspired Multi-Layer Machine Learning Framework,10.3390/systems13100874,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[petroleum, downstream, midstream] + IA[machine learning, neural networks] + SCM[supply chain]"
349,A Novel Approach for the Estimation of the Efficiency of Demulsification of Water-In-Crude Oil Emulsions,10.3390/polym17212957,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, petroleum, crude oil] + IA[neural networks, perceptron]"
350,A hybrid data envelopment analysis and artificial intelligence framework for sustainable supplier selection: a case study in the petrochemical industry,10.1016/j.asej.2025.103871,Sinalizado,"Intersecção dos 3 temas detectada, porém é case study/piloto/conceitual. Verificar se apresenta contribuição primária. O&G[petrochemical, petrochemical industry] + IA[artificial intelligence, neural networks, k-nearest] + SCM[supply chain, procurement, supplier]"
351,An explainable machine learning framework for predicting injury severity in extractive industry accidents,10.1016/j.rineng.2025.107552,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[oil and gas] + IA[machine learning, random forest, gradient boosting]"
352,On the influence of uncertainty in risk analysis based on digital models,10.1016/j.measurement.2025.119125,Sinalizado,"Intersecção dos 3 temas detectada, porém é case study/piloto/conceitual. Verificar se apresenta contribuição primária. O&G[oil and gas, subsea, gas industry] + IA[digital twin] + SCM[logistics, inspection]"
353,Knowledge-Assisted Dual-Stage Evolutionary Optimization of Large-Scale Crude Oil Scheduling,10.1109/TETCI.2024.3353590,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[petroleum, crude oil, refinery] + IA[metaheuristic, evolutionary algorithm] + SCM[inventory, transportation]"
354,"A Comprehensive Survey of Industry 4.0, IIoT and Areas of Implementation",10.1109/SoutheastCon45413.2021.9401860,Reprovado,Tipo excluído: artigo de revisão/survey/meta-análise identificado no título
355,A Framework and Operational Procedures for Metaverses-Based Industrial Foundation Models,10.1109/TSMC.2022.3226755,Reprovado,"Fora do escopo: apenas nenhum dos 3 temas identificado. Ausentes: O&G, IA, SCM"
356,Robotics Technology for Inspection of Ships,10.1109/ETFA46521.2020.9212143,Reprovado,"Fora do escopo: apenas SCM dos 3 temas identificado. Ausentes: O&G, IA"
357,Drilling in the Fourth Industrial Revolution—Vision and Challenges,10.1109/EMR.2020.2999420,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[upstream, drilling, gas industry] + IA[artificial intelligence]"
358,Digital Trends in the Mining Industry Value Chain,10.1109/eSmarTA56775.2022.9935469,Reprovado,Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[oil and gas] + SCM[value chain]
359,On Predictive Big Data Quality,10.1109/IS61756.2024.10705180,Sinalizado,"Intersecção dos 3 temas detectada, porém é case study/piloto/conceitual. Verificar se apresenta contribuição primária. O&G[oil & gas] + IA[data mining, predictive models] + SCM[lead time]"
360,An Improvement of Pearson Correlation Coefficient for Variable Importance Analysis,10.1109/ICCIA59741.2023.00023,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
361,Digital Project Execution – Optimizing Your Assets,,Reprovado,"Fora do escopo: apenas nenhum dos 3 temas identificado. Ausentes: O&G, IA, SCM"
362,Anomaly Detection Based on Temporal Attention Network With Adaptive Threshold Adjustment for Electrical Submersible Pump,10.1109/TIM.2024.3436113,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[lstm, boosting] + SCM[lead time]"
363,Internet of Things (IoT) for Real-Time Tracking and Monitoring,10.1109/ICRITO66076.2025.11241612,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[artificial intelligence] + SCM[logistics]"
364,"Subsuming AI, IoT and Big Data in Smart Farm Practices",10.1109/DevIC57758.2023.10134816,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[artificial intelligence] + SCM[supplier]"
365,Data-Driven Dynamic Modeling and Fault Diagnosis of Dimethyl Oxalate Industrial Production Process,10.1109/DOCS63458.2024.10704444,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[deep learning] + SCM[supply chain]"
366,"Impact of Big Data Analytics, Knowledge Management, and Capabilities on the Firms' Ability and Performance",10.1109/SNAMS58071.2022.10062800,Reprovado,"Fora do escopo: apenas O&G dos 3 temas identificado. Ausentes: IA, SCM"
367,A Meta-learner Based Ensemble System of Neural Networks for Improving the Accuracy of Preterm Birth Prediction,10.1109/ICDSIS65355.2025.11071092,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[o&g, o&g] + IA[neural networks, ensemble learning]"
368,Data-Driven Diversification Strategies for Uzbekistan’s Tourism Product using Predictive Market Modeling,10.1109/ICSCDS65426.2025.11167646,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[artificial intelligence, predictive models] + SCM[demand forecasting]"
369,Bio-Inspired Ant Lion Optimizer for a Constrained Petroleum Product Scheduling,10.1109/ACCESS.2022.3204811,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[petroleum, petroleum industry] + IA[particle swarm] + SCM[]"
370,Development of a Resource Forecasting Model for Project Management Tasks in the Design and Construction of Facilities,10.1109/SCM66446.2025.11060171,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[machine learning, predictive models] + SCM[project management]"
371,Enterprise Resource Planning for Robotic Process Automation in Big Companies. A Case Study,10.1109/ICSTCC50638.2020.9259739,Sinalizado,"Intersecção dos 3 temas detectada, porém é case study/piloto/conceitual. Verificar se apresenta contribuição primária. O&G[oil & gas] + IA[artificial intelligence] + SCM[erp]"
372,Digital transformation of maintenance processes for analytical instrumentation in the Philippine manufacturing industry,10.1109/ICCAD60883.2024.10553811,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
373,Risk Mitigation to Minimize Distribution Delays and Empty Stock at Industrial Jakarta Gas Station,10.1109/ICDABI56818.2022.10041578,Reprovado,"Fora do escopo: apenas O&G dos 3 temas identificado. Ausentes: IA, SCM"
374,An Efficient Method for Sharing Information in the Wellbore Engineering Data Center Stage Applying Ubiquitous Sensing Networks,10.1109/ICDM63232.2024.10762322,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[petroleum, wellbore, gas industry] + IA[data mining]"
375,Impact of Digital Twin Technology Utilization in Manufacturing on Sustainability: An Industrial Case Study,10.23919/PICMET59654.2023.10216885,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
376,An analysis framework for resource management in smart manufacturing the Industrial Internet of Things (IIoT) applications and taxonomy,10.1109/ARIIA63345.2024.11051437,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[artificial intelligence] + SCM[supply chain, logistics, transportation]"
377,Deep Learning Based Leak Detection of Oil Transmission,10.1109/ICICyTA60173.2023.10428859,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[petroleum, petroleum engineering, oil pipeline] + IA[machine learning, deep learning, neural networks]"
378,Trends In Blockchain Applications: Current and Future Perspectives,10.1109/ICoSEIT60086.2024.10497520,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[artificial intelligence] + SCM[supply chain, logistics]"
379,A Hybrid Machine Learning Approach to Anomaly Detection in Industrial IoT,10.1109/ACCESS57397.2023.10199711,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[machine learning, random forest, support vector] + SCM[supply chain, chain management]"
380,Additive Manufacturing for Spare Parts Management: Is Decentralized Production Always Environmentally Preferable?,10.1109/TEM.2025.3540938,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[decision tree, data mining] + SCM[transportation, spare parts]"
381,Safe and Secure Oil and Gas Pipeline Transportation System Based on Industrial Internet of Things,10.1109/JSEN.2024.3353595,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[oil and gas, gas industry, gas pipeline] + SCM[transportation]"
382,IoT Based AI and its Implementations in Industries,10.1109/ICCES51560.2020.9334627,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[artificial intelligence] + SCM[supply chain, chain management]"
383,Wireless IoT System for Detection of Fruit Maturation by Color and Ethylene Gas,10.1109/SIoT60039.2023.10390149,Reprovado,"Fora do escopo: apenas SCM dos 3 temas identificado. Ausentes: O&G, IA"
384,"Interpretable Cross Value Chain Decision Support Model: A Combined Approach Based on Multi-Roles Agent, AIGC and Knowledge Engineering",10.1109/ICAHN67688.2025.00018,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, gas production] + IA[predictive models] + SCM[value chain]"
385,Towards Blockchain-Secured Agile Validation of Cyber Resilience in Industrial Control System Defence Environments,10.1109/BCCA66705.2025.11229554,Reprovado,"Fora do escopo: apenas O&G dos 3 temas identificado. Ausentes: IA, SCM"
386,Instrument Reliability using Predictive Analytics (IRIS),10.1109/CSPA60979.2024.10525647,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[predictive analytics] + SCM[asset management]"
387,Digital Interconnected Intelligent Decision-Making Platform Based on AI Technology,10.1109/AIITA65135.2025.11047625,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, gas industry] + IA[artificial intelligence, machine learning, data mining] + SCM[project management]"
388,"Fuels Demand Forecasting: Identifying Leading Feature Sets, Prediction Strategy, and Regressors",10.1109/ICMLA61862.2024.00141,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[machine learning, predictive models] + SCM[supply chain, transportation, demand forecasting]"
389,A Predictive Readiness Model for Blockchain Adoption in the Malaysian Palm Oil Industry,10.1109/AiDAS67696.2025.11213858,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[petroleum, oil industry, petroleum industry] + IA[machine learning, random forest, decision tree]"
390,The Influence of AI Technologies on Job Seeker Experiences In Online Recruitment: A Comprehensive Analysis,10.1109/AIMV66517.2025.11203482,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
391,Digital Twin in complex operations environments: potential applications and research challenges,10.1109/ACIE58528.2023.00022,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
392,"Challenges in developing and deploying AI in the engineering, procurement and construction industry",10.1109/COMPSAC54236.2022.00167,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[petrochemical, energy sector] + IA[artificial intelligence, machine learning, deep learning] + SCM[procurement]"
393,Securing Industrial Networks: An Ensemble Learning Approach to Trojan Prevention in Digital Information Transfer,10.1109/ICEC59683.2024.10837272,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, petroleum, gas industry] + IA[machine learning, ensemble learning]"
394,Interval Forecast based on Markov Chain Monte Carlo with Autoregressive Recurrent Networks for Natural Gas Consumption,10.1109/EI264398.2024.10991474,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[natural gas] + IA[deep learning, neural networks, recurrent] + SCM[procurement]"
395,Supply Chain Characteristics as Predictors of Cyber Risk: A Machine-Learning Assessment,10.1109/TDSC.2025.3571045,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[machine learning] + SCM[supply chain]"
396,Harnessing Big Data for Price Predictions in Oil and Gas Markets,10.1109/ICMACC62921.2024.10894164,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, drilling] + IA[predictive models] + SCM[procurement, transportation]"
397,Determining the Readiness Factors to Adapt Blockchain Technology in the Palm Oil Industry to Facilitate Circular Economy Transition,10.1109/AiDAS63860.2024.10730330,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[petroleum, oil industry, petroleum industry] + SCM[supply chain, chain management]"
398,Intelligent Forecasting Methods in Choosing a Strategy for Participation in Public Procurement,10.1109/SUMMA60232.2023.10349375,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[deep learning, neural network] + SCM[procurement]"
399,Machine Learning Frameworks for Industrial Internet of Things (IIoT): A Comprehensive Analysis,10.1109/ICEEICT53079.2022.9768630,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
400,Industrial Expert Systems Review: A Comprehensive Analysis of Typical Applications,10.1109/ACCESS.2024.3419047,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[upstream, downstream] + IA[artificial intelligence, expert system] + SCM[supply chain]"
401,Medical Drug Data Cluster Analysis Using Mimetic Optimization Technique Combined with Chaotic Logistic Maps,10.1109/AICCIT57614.2023.10218163,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
402,Internet of Things for Sustainable Carbon Footprint Reduction and Energy Management in Supply Chain,10.1109/JIOT.2025.3630155,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[deep learning, clustering] + SCM[supply chain, chain management]"
403,Proposal of Closed Loop Supply Chain Model for Medical Oxygen Cylinders,10.1109/ETIS64005.2025.10961657,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[ant colony, optimization algorithm] + SCM[supply chain, logistics, transportation]"
404,Sustainability-Based Strategic Framework for Digital Transformation in the Oil and Gas Industry,10.1109/ACCESS.2025.3548960,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, petroleum, hydrocarbon] + IA[artificial intelligence]"
405,Digital Twin Technology for Predictive Maintenance in Industrial Iot Environments: Enhancing Operational Efficiency and Asset Longevity,10.1109/ICBATS66542.2025.11258212,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[machine learning, neural networks, convolutional] + SCM[]"
406,Integrating Real-Time Automation and Big Data Analytics in the Oil and Gas Industry,10.1109/ICCCNT61001.2024.10723854,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, petroleum, drilling] + IA[machine learning] + SCM[]"
407,Application of Natural Language Processing (NLP) and Text-Mining of Big-Data to Engineering-Procurement-Construction (EPC) Bid and Contract Documents,10.1109/CDMA47397.2020.00027,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[natural language processing, nlp] + SCM[procurement]"
408,"Intelligent Management of Business Processes in the Energy, Oil and Gas Industries of Russia",10.1109/SCM66446.2025.11060097,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, petroleum, natural gas] + IA[artificial intelligence]"
409,Extended CSF-CoCoSo Method: A Novel Approach for Optimizing Logistics in the Oil and Gas Supply Chain,10.1109/ACCESS.2024.3390938,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[oil and gas, petroleum, gas industry] + SCM[supply chain, logistics, chain management]"
410,"A Survey on Supply Chain Security: Application Areas, Security Threats, and Solution Architectures",10.1109/JIOT.2020.3025775,Reprovado,Tipo excluído: artigo de revisão/survey/meta-análise identificado no título
411,Securing the Petroleum Supply Chain Through Proof of Work Implementation,10.1109/ICBDS61829.2024.10837551,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[petroleum, crude oil] + SCM[supply chain, chain management]"
412,Digitalization and Industry 4.0 Technologies in Asset Integrity: A Comparative Analysis in the Oil and Gas Sector,10.1109/SEB4SDG60871.2024.10629803,Reprovado,"Fora do escopo: apenas O&G dos 3 temas identificado. Ausentes: IA, SCM"
413,Innovative Applications of 5G in Petrochemical Industry: Challenges and Opportunities,10.1109/ICIBA62489.2024.10867981,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[petrochemical, upstream, downstream] + SCM[supply chain, chain management]"
414,Designing a Digital Twin in Oil and Gas Technologies: Technology Integration,10.1109/SCM62608.2024.10554148,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, gas industry] + IA[artificial intelligence, digital twin]"
415,Optimizing Supply Chain Operations through Machine Learning: Opportunities and Challenges,10.1109/ICPCT64145.2025.10941283,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[machine learning, simulated annealing, gan] + SCM[supply chain, scm, logistics]"
416,Construction and Application of Digital Supply Chain Finance Platform in Oil and Gas Industry,10.1109/ICCSIE61360.2024.10698449,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[oil and gas, petroleum, gas industry] + SCM[supply chain, logistics, chain management]"
417,Digital Healthcare Engineering System for Enhancing the Safety and Sustainability of Aging Monopile Offshore Wind Turbines in Storm Conditions,10.5957/SMC-2025-049,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[offshore] + IA[artificial intelligence] + SCM[asset management, inspection]"
418,Operational State Analysis of Semi-Submersible Floating Wind Turbines Based on Measured Data,,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[offshore] + IA[deep learning, clustering, digital twin] + SCM[]"
419,Studies on Early Warning Models and Ship Navigation State Monitoring Using Multi-Source Data,,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[machine learning, k-nearest] + SCM[transportation]"
420,Prediction of Mooring Line Tension of a FOWT Under Uniform Wind and Irregular Waves by Artificial Neural Networks,,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[offshore] + IA[neural networks, feature selection]"
421,DiEM – A Digital Engine Management Platform for Condition-Based Maintenance and Performance Optimization,10.5957/SMC-2025-084,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[lng] + IA[machine learning, digital twin] + SCM[supply chain, procurement, spare parts]"
422,The Extreme Short-Term Prediction of Motions for Two Parallel Ships in Waves by Deep-Learning,,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[offshore] + IA[neural network, lstm, convolutional]"
423,Characterizing Fracture Asperity Distribution in the Laboratory with Internal Seismic Sources and Triplet Neural Networks,10.56952/ARMA-2025-0507,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[seismic, subsurface] + IA[neural networks]"
424,"Geothermal reservoir modeling and calibration in a coupled thermo-hydro-mechanical perspective - a case study for DEEP Geothermal Project in Saskatchewan, Canada",10.56952/ARMA-2025-0617,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[shale, reservoir] + IA[machine learning]"
